ID,X,Y,LABEL
67,1231557.43819316,5781973.49385943,0
68,1231579.07870217,5781983.12669641,0
69,1231699.19243274,5782059.17999485,0
70,1231649.22111332,5781721.29676864,0
71,1231829.48076476,5781709.08378374,0
72,1231773.75422767,5781688.9211762,0
73,1231771.39425447,5781629.55554554,0
74,1231548.5771617,5781500.69631127,0
75,1231623.36159561,5781469.82807128,0
76,1231983.31316909,5781258.76976075,0
77,1231761.38663224,5781397.40192181,0
78,1231955.03801843,5781566.359794,0
79,1231660.97645155,5781420.52886209,0
80,1231567.54600292,5781364.30630141,0
81,1231628.88304235,5781463.60956035,0
82,1231668.50164912,5781327.18806735,0
83,1231888.70273386,5781516.6593685,0
84,1231934.06542636,5781608.25517723,0
85,1231997.18357764,5781631.4467771,0
86,1231984.09240553,5781665.39284954,0
87,1231957.15308875,5781627.96883462,0
88,1232048.12337663,5781368.42521693,0
89,1231645.94832029,5781828.3293955,0
90,1231919.24880214,5781668.26176341,0
91,1231966.50392598,5781418.87808057,0
92,1231952.76710082,5781497.69923445,0
93,1231808.31892956,5781280.56611876,0
94,1232131.44601549,5781411.16909521,0
95,1231924.29157507,5781417.00292135,0
96,1231983.92542629,5781366.46993384,0
97,1231841.84836019,5781559.08341633,0
98,1231727.22268052,5781900.13397844,0
99,1231447.93321007,5781985.88351691,0
100,1231396.51473727,5781754.16933521,0
101,1231879.21831325,5781592.1316819,0
102,1231685.63371876,5781672.3167103,0
103,1232067.33712074,5781700.97385818,0
104,1232045.5073686,5781584.79117386,0
105,1231543.25609003,5781688.84103874,0
106,1231438.81614377,5782105.61369932,0
107,1231701.11825993,5782071.87430757,0
108,1231902.66219801,5781846.88954223,0
109,1231551.04845439,5781990.98043148,0
110,1231457.2172556,5781898.80366503,0
111,1231608.23327681,5781906.97788311,0
112,1231481.57396019,5782035.60260115,0
113,1231568.41429495,5782035.24998255,0
114,1231732.2765854,5782082.83759228,0
115,1231811.62511844,5782140.50725758,0
116,1231625.22063111,5781984.12043393,0
117,1231752.67031611,5782060.20579723,0
118,1231610.71570146,5781971.20185484,0
119,1231669.31428141,5781981.6841744,0
120,1231781.91394635,5782115.4871038,0
121,1231594.07343758,5781975.60955651,1
122,1231567.82430165,5781988.44800186,0
123,1231606.97536657,5781993.43272161,0
124,1231295.33645209,5781879.81065801,0
125,1231628.44889634,5781430.40150361,0
126,1231829.97057052,5781786.78558096,0
127,1231643.71079853,5781964.6624324,0
128,1231606.79725538,5781971.53844289,0
129,1231460.49004863,5782008.43498188,0
130,1231569.27145503,5782002.98543996,0
131,1231610.53759027,5781961.32861105,0
132,1231596.61152197,5781975.20885627,0
133,1231359.53440243,5781903.80436225,0
134,1231445.72908415,5781470.77366997,0
135,1231598.10320315,5781494.76626721,0
136,1231453.52144851,5781484.14027926,0
137,1231466.00036342,5781480.75855726,0
138,1231811.26889607,5781373.61793805,0
139,1232007.95930435,5781553.77839584,0
140,1232233.57051634,5781597.85343583,0
141,1232086.07219104,5781705.28526037,0
142,1232146.70791768,5781695.71683531,0
143,1232049.73750925,5781647.8267826,0
144,1232136.53331622,5781649.31733255,0
145,1231993.98870826,5782034.86530773,0
146,1231996.34868146,5782054.62799825,0
147,1231773.64290818,5782105.98234896,0
148,1231560.68872229,5781971.71475092,0
149,1232090.02403297,5781692.65558256,0
150,1232125.22325595,5781607.58202872,0
151,1232164.55243205,5781533.77641362,0
152,1232144.6262432,5781534.24120275,0
153,1232079.43754939,5782044.00133924,0
154,1232082.16487691,5782059.46850176,0
155,1232073.98289434,5782051.6788186,0
156,1231674.212339,5782008.5792345,0
157,1231561.86870889,5781777.84214635,0
158,1231701.46335035,5781741.39533947,0
159,1231628.49342414,5781981.15524972,0
160,1231740.20253314,5781886.78276978,0
161,1231880.10886918,5781613.65639445,0
162,1231645.36945894,5781425.56134357,0
163,1231649.94469001,5781411.85825579,0
164,1231586.90446237,5781516.09841721,0
165,1231586.71521924,5781669.54395986,0
166,1231589.99914422,5781972.80465519,0
167,1231603.14597608,5781975.89806069,0
168,1231324.62461012,5782087.29343409,0
169,1231620.13333038,5781948.90693197,0
170,1231606.45216496,5781998.12893924,0
171,1231582.21791181,5781813.13510742,0
172,1232167.95880847,5781406.31291868,0
173,1231664.83923788,5781434.23196327,0
174,1231651.3250517,5781437.96626235,0
175,1231640.99460295,5781468.52987663,0
176,1231652.80560092,5781831.64713909,0
177,1232109.70531894,5781720.36717077,0
178,1231557.49385291,5781760.27585661,0
179,1231551.32675312,5781748.73597718,0
180,1231685.45560757,5781749.55338481,0
181,1232064.50960567,5781678.7918072,0
182,1232159.28702014,5781594.37550653,0
183,1231974.40760982,5781458.8174634,0
184,1231684.87674622,5781406.79372812,0
185,1231639.48065788,5781228.79985599,0
186,1231603.98087226,5781978.94338323,0
187,1231571.99878256,5781996.42996602,0
188,1231510.67287508,5781686.7254101,0
189,1231526.01270091,5781553.93866832,0
190,1231789.41688003,5781678.31098301,0
191,1231888.44669903,5781733.75018395,0
192,1232309.77983974,5781542.03043126,0
193,1232047.04357757,5781661.56229,0
194,1231871.3591572,5781714.51711747,0
195,1232001.9591838,5782140.3309462,0
196,1231987.67689313,5782095.83647519,0
197,1231917.34523884,5782054.48374488,0
198,1231529.99793868,5781988.5601981,0
199,1231630.56396667,5781977.58100196,0
200,1231559.08572162,5781768.94680367,0
201,1231577.38664591,5781677.97440609,0
202,1232043.09173565,5781544.93135967,0
203,1232002.4823854,5781369.37080481,0
204,1232257.30383178,5781346.74083103,0
205,1232045.51850054,5781340.36213781,0
206,1232073.52648443,5781676.17932942,0
207,1231998.97582144,5782094.07337035,0
208,1231770.20313591,5782437.42061082,0
209,1231819.95181635,5782111.51209548,0
210,1231767.50920424,5782099.17034713,0
211,1231689.29613001,5782024.2547005,0
212,1231646.92793181,5782060.8308956,0
213,1231603.91408057,5781964.48612451,0
214,1231753.27144137,5781697.81643858,0
215,1231858.95816593,5781511.40245491,0
216,1231575.54987431,5781329.17539546,0
217,1231670.76143479,5781420.43270005,0
218,1231367.8054406,5781423.91056111,0
219,1231261.87381316,5781501.3213702,0
220,1231240.34462364,5781228.59150942,0
221,1231317.23299593,5781430.83423328,0
222,1231498.48339084,5781415.2720055,0
223,1231629.19473693,5781496.83376861,0
224,1231861.84134073,5781727.27504691,0
225,1232246.90659134,5781601.26725716,0
226,1231740.15800535,5781337.49333005,0
227,1231519.35579536,5781393.79585548,0
228,1231956.74120664,5781387.28891283,0
229,1231856.06385916,5781663.66188519,0
230,1231854.53878214,5781614.37762548,0
231,1231525.16667278,5781454.490154,0
232,1231168.58807987,5781204.10280741,0
233,1231147.54869611,5781261.59046289,0
234,1231350.67337096,5781263.14505479,0
235,1231298.49792563,5781455.56396761,0
236,1231298.23075885,5781418.95821559,0
237,1231561.94663254,5781612.96721818,0
238,1231412.25531327,5781540.79633493,0
239,1231243.1944026,5781167.83465116,0
240,1231341.51177687,5781178.04356922,0
241,1231654.01898338,5781842.16134918,0
242,1231745.05606294,5781210.19292332,0
243,1231244.14061827,5781079.19224766,0
244,1231320.07164294,5781009.97454156,0
245,1231373.17104005,5781244.50599665,0
246,1231225.39441602,5781098.10340744,0
247,1231587.88407389,5781248.0158421,0
248,1231310.53156258,5780991.80077637,0
249,1231845.87812576,5781266.86325508,0
250,1231933.27505798,5781533.82449525,0
251,1231883.23694687,5781589.95196709,0
252,1231785.14221158,5781407.00207889,0
253,1231526.30213159,5781992.29473068,0
254,1231743.70909711,5781036.04931207,0
255,1231176.61421516,5780707.46793565,0
256,1231471.08766415,5781345.29841257,0
257,1231622.19274096,5781433.28636848,0
258,1231859.30325635,5781392.68999543,0
259,1231896.68434136,5781699.48329955,0
260,1231244.95325056,5782111.1113891,0
261,1231587.38313619,5781711.05516993,0
262,1231616.10356481,5781505.74486542,0
263,1231607.39838063,5781504.63899141,0
264,1231402.81542045,5781173.95679527,0
265,1231872.19405338,5781209.32748554,0
266,1231654.08577507,5781436.1391802,0
267,1231659.99684003,5781440.35429135,0
268,1231610.49306247,5781497.25047437,0
269,1231623.18348443,5781482.44140454,0
270,1231625.05365187,5781149.772748,0
271,1231389.80217198,5781077.06073811,0
272,1231951.75409345,5781063.66268982,0
273,1231697.35566114,5781412.51536244,0
274,1231708.23157539,5781444.07256596,0
275,1231528.06097954,5781377.88110026,0
276,1231620.36710131,5781713.52341016,0
277,1231445.89606339,5781722.06609109,0
278,1231508.83610348,5781691.75804269,0
279,1231551.25996142,5781735.28883107,0
280,1231528.91813962,5781763.08069068,0
281,1231579.9024664,5781690.86050291,0
282,1231596.8007651,5781688.74487379,0
283,1231525.66761049,5781723.26815755,0
284,1231576.16213151,5781729.10218906,0
285,1231530.66585563,5781697.70424603,0
286,1231533.48223874,5781424.56766866,0
287,1231449.01300913,5781486.7206462,0
288,1231579.95812615,5781333.45456315,0
289,1231691.37780448,5781229.05628256,0
290,1231364.52151562,5781120.66864072,0
291,1231608.52270749,5781496.41706286,0
292,1231482.19734933,5781431.41120621,0
293,1232183.66598862,5781514.12707437,0
294,1231695.99756335,5782379.95738758,0
295,1231922.94460923,5781550.36459279,0
296,1231852.16767699,5781290.29436348,0
297,1231689.77480382,5781771.68752993,0
298,1231540.46197082,5781184.99910255,0
299,1231747.90584191,5781173.4599719,0
300,1231466.76846791,5781590.89757859,0
301,1231434.46355168,5781475.82220709,0
302,1231427.86230588,5781464.66734798,0
303,1231606.16273428,5781472.66486767,0
304,1231795.1943616,5781588.71786409,0
305,1231718.12787812,5781762.29533705,0
306,1231705.93839388,5781194.903535,0
307,1231845.9115216,5781315.64875164,0
308,1231435.16486447,5781672.62123208,0
309,1231922.97800508,5781495.45543429,0
310,1231696.71000809,5781670.5857446,0
311,1231697.90112665,5781745.46634741,0
312,1231570.81879595,5781368.77780901,0
313,1231523.34103313,5781699.67562969,0
314,1231546.57341086,5781749.02447398,0
315,1231894.48021544,5781806.93238338,0
316,1231933.18600239,5781647.28185043,0
317,1231903.64180953,5781447.51838219,0
318,1231639.06877576,5781428.35004473,0
319,1231966.94920394,5781384.35598212,0
320,1231727.4898473,5781820.66813728,0
321,1231627.34683338,5781847.37037557,0
322,1231273.12821368,5781194.24644448,0
323,1231542.88873571,5781528.53551708,0
324,1231709.31137445,5781751.74916647,0
325,1231859.67061067,5781420.35256502,0
326,1231677.42947229,5781660.68078072,0
327,1231775.81363825,5781190.22376942,0
328,1232004.75330302,5781244.23354296,0
329,1231702.92163568,5781795.26422174,0
330,1231713.75302213,5781756.73375313,0
331,1231722.25783123,5781555.89399275,0
332,1231728.16889619,5781648.7884277,0
333,1231693.5819304,5781348.90445917,0
334,1231711.88285469,5781719.00482925,0
335,1232105.45291439,5781393.15477717,0
336,1231743.28608304,5781596.09043003,0
337,1231656.42348438,5781312.42736202,0
338,1232101.91295458,5782084.72892054,0
339,1232080.99602226,5782103.03315223,0
340,1232088.62140738,5782783.04130529,0
341,1232061.7266184,5782815.70942536,0
342,1231226.83043745,5783097.22448529,0
343,1231099.90395405,5783213.5552356,0
344,1229916.8894615,5782522.69447661,0
345,1230578.49459112,5782953.09958384,0
346,1231313.82661951,5783498.52954487,0
347,1231119.47392053,5783192.60372552,0
348,1230484.77471183,5783003.51337753,0
349,1230448.32871054,5782912.59242857,0
350,1231061.7881604,5783179.04217768,0
351,1231448.74584235,5783336.2195462,0
352,1231263.77737645,5783002.27907773,0
353,1230712.91287626,5782864.42329809,0
354,1230495.14968837,5782929.07097989,0
355,1230424.74011044,5782996.52435754,0
356,1230884.65658665,5783548.0006204,0
357,1230768.41677437,5783387.91796394,0
358,1230538.20806741,5783530.04608278,0
359,1231326.51704146,5783113.99192107,0
360,1230462.02100791,5782846.35793795,0
361,1231362.17267436,5783407.25084507,0
362,1230324.36332559,5782792.22619636,0
363,1230332.52304427,5782804.31243751,0
364,1230341.27275624,5783187.02521397,0
365,1230547.46984904,5783482.13008855,0
366,1230667.31641283,5783551.17472995,0
367,1230071.18940768,5783032.73587634,0
368,1230229.79741817,5783140.66599516,0
369,1230455.80938032,5783244.31733594,0
370,1230547.3696615,5783521.02073519,0
371,1230534.31188523,5783665.10677809,0
372,1230109.59463201,5782906.38893519,0
373,1230106.76711694,5782835.40973849,0
374,1230487.92505342,5783195.66549628,0
375,1230609.87555558,5783492.8386255,0
376,1229742.90822933,5783009.86120781,0
377,1230529.36929984,5783242.57003296,0
378,1230745.38477172,5783559.86345986,0
379,1230618.83677459,5783492.67831797,0
380,1230278.84478581,5782649.82138111,0
381,1230968.30205204,5783213.74759859,0
382,1231389.4904774,5783246.17685142,0
383,1231388.00992817,5783266.96818468,0
384,1230985.75694819,5783100.97551502,0
385,1230100.52209351,5782743.78522016,0
386,1230767.16999607,5783522.72000065,0
387,1230561.81893141,5783575.55770024,0
388,1230628.84439681,5783596.14140389,0
389,1230086.08395555,5782756.60874865,0
390,1230130.34458509,5782948.57918773,0
391,1230655.83937333,5783260.39574561,0
392,1230584.40565609,5783826.1242595,0
393,1230611.97949396,5783675.9277537,0
394,1230143.43575721,5782706.80547375,0
395,1230383.91925317,5782880.00409968,0
396,1230942.15310365,5783121.59017679,0
397,1230516.85698907,5783561.75510329,0
398,1230590.23879741,5783542.11729916,0
399,1230103.6279073,5782752.6975705,0
400,1230403.12186533,5782871.17176949,0
401,1230588.03467149,5783300.82433827,0
402,1230551.86696893,5783522.15892239,0
403,1230601.1481075,5783498.44939105,0
404,1230155.46939416,5782762.90831382,0
405,1230144.04801441,5782657.21085881,0
406,1230503.06450416,5783462.36421523,0
407,1231194.87061165,5783423.97077543,0
408,1230883.75489878,5783030.31535851,0
409,1230391.86746481,5782850.46151253,0
410,1230523.55842242,5783705.36087421,0
411,1230532.48624558,5783560.15201561,0
412,1230388.04920628,5783249.57527727,0
413,1230373.37729739,5783144.11247093,0
414,1231024.30688786,5783376.68054579,0
415,1230946.88418201,5783348.16225468,0
416,1230639.2750331,5782910.52459696,0
417,1230443.80913921,5783092.96049616,0
418,1230711.36553534,5783116.92542409,0
419,1230785.17035773,5783409.68749643,0
420,1231020.58881686,5783377.59428682,0
421,1230600.07944039,5783462.05963196,0
422,1230677.32403505,5782983.37988532,0
423,1230405.00316472,5783529.24454177,0
424,1231034.92676728,5783362.46146506,0
425,1231077.20590988,5783360.77826085,0
426,1231159.50440942,5783433.94183233,0
427,1230967.94582967,5783063.81794871,0
428,1230562.87646657,5783258.35989352,0
429,1230507.16106143,5783583.04413521,0
430,1230759.92309722,5783691.49395068,0
431,1230815.48265507,5782967.44624634,0
432,1230647.41248788,5783071.20777153,0
433,1230729.55514013,5783208.15304349,0
434,1230446.83702937,5783748.1160224,0
435,1230507.65086719,5783618.69696583,0
436,1230534.28962133,5782869.69704371,0
437,1230487.5131713,5782925.30399318,0
438,1230473.15295699,5783459.22219888,0
439,1230583.93811423,5783716.80711414,0
440,1230655.17145638,5783385.93017425,0
441,1230599.45605124,5782897.89320194,0
442,1230405.21467176,5782830.82528417,0
443,1230998.62548133,5783212.75372321,0
444,1231098.08944635,5783402.84243148,0
445,1231117.94884351,5783365.58741659,0
446,1231358.72177015,5783432.37082905,0
447,1230335.8181012,5783128.77165654,0
448,1230664.57795336,5783101.16787555,0
449,1230969.55996228,5783538.0775277,0
450,1230654.85976181,5782936.65304735,0
451,1230715.37303701,5783314.4181333,0
452,1230450.75547544,5783088.80871925,0
453,1230106.57787381,5783015.61593666,0
454,1230076.02067358,5782560.33064671,0
455,1230385.22169121,5782780.25217794,0
456,1230734.59791307,5783151.26190865,0
457,1230564.8802174,5782900.76251471,0
458,1230442.7404721,5783291.99158876,0
459,1230482.6596415,5783760.18753576,0
460,1230794.16497259,5783744.25250034,0
461,1230705.22069945,5783171.74844599,0
462,1230681.15342553,5783040.97525984,0
463,1230268.35848977,5782774.03274772,0
464,1230688.90126209,5783203.21573132,0
465,1230596.79551541,5783621.48635701,0
466,1230470.13619879,5782865.7377268,0
467,1230084.61453827,5782505.94418823,0
468,1231089.85180403,5783385.01643236,0
469,1231066.15188444,5783399.42791628,2
470,1230762.62816085,5783147.41467688,0
471,1230649.5052943,5783064.90798726,0
472,1230876.83082645,5783192.21900047,0
473,1230397.73400198,5783963.20944844,0
474,1230269.50508053,5784219.63866996,0
475,1230562.4311886,5782881.30250105,0
476,1230351.90376762,5782966.85314363,0
477,1230768.32771878,5783223.71841901,0
478,1230696.08136925,5783044.03697823,0
479,1230566.66132926,5782842.67113428,0
480,1230479.43137627,5783353.19583059,0
481,1230530.60494619,5782835.28150198,0
482,1230435.32659402,5782941.68638959,0
483,1230660.3923405,5783328.89362426,0
484,1230557.55539491,5782888.72423104,0
485,1229406.31148502,5783030.36344826,0
486,1230528.54553561,5783492.96687153,0
487,1230662.42948718,5784118.15625916,0
488,1231160.90703501,5783231.63737441,0
489,1230945.91570244,5783325.92799019,0
490,1230544.10800042,5783019.35090195,0
491,1230661.06025745,5783048.31697377,0
492,1230685.26111474,5783324.99822404,0
493,1230380.30136972,5783763.16934638,0
494,1230385.51112189,5783630.75227194,0
495,1230446.34722361,5782767.01184977,0
496,1230475.21236757,5783261.1010803,0
497,1230754.86919234,5783505.95179167,0
498,1230628.58836198,5783487.42023243,0
499,1230651.52017708,5783485.40035894,0
500,1230757.46293647,5783322.59365685,0
501,1230747.32173086,5783582.43496039,0
502,1230421.30033818,5782667.06884841,0
503,1230626.26178463,5783477.8338528,0
504,1230630.98173104,5783494.85850069,0
505,1230691.32802699,5783310.506709,0
506,1230694.24459765,5783277.21158114,0
507,1230644.1285629,5783547.0227384,0
508,1230597.95323812,5783536.73093763,0
509,1230100.73360054,5782954.75065108,0
510,1230443.13009032,5782880.9498488,0
511,1230758.15311732,5783434.77542602,0
512,1230757.52972817,5783521.13295082,0
513,1230685.46148983,5783604.50955877,0
514,1230971.7418243,5783109.67983369,0
515,1230445.93534149,5783330.81727933,0
516,1230283.29756544,5783858.15496752,0
517,1230409.07745809,5783572.27136568,0
518,1230278.19913276,5782790.94383753,0
519,1229423.06506839,5783075.45572019,0
520,1230363.72589754,5783120.33983046,0
521,1230471.7503314,5783145.31473024,0
522,1230755.26994251,5783145.667393,0
523,1230653.75769885,5783421.18144641,0
524,1230473.94332537,5783083.0860029,0
525,1230372.49787341,5783155.92667943,0
526,1230430.6734393,5782888.03495564,3
527,1230484.76357988,5782896.09787822,0
528,1230243.90159765,5782851.1828442,0
529,1230501.63961468,5782825.63170942,0
530,1230636.54770557,5783219.14979411,0
531,1230052.88848339,5782794.61459019,0
532,1230255.22278986,5783164.83944415,0
533,1230611.33384091,5783229.60152892,0
534,1230632.86303043,5783454.92597424,0
535,1230456.82238769,5782921.12023535,0
536,1230176.30840284,5782955.27963385,0
537,1230082.69984303,5782968.0874385,0
538,1230193.17330569,5782713.02485681,0
539,1230632.07266204,5783305.40903568,0
540,1230457.18974201,5782818.88327269,0
541,1230062.10573723,5782763.99831537,0
542,1230439.62352636,5782894.46285158,0
543,1230428.91459135,5782806.41230337,0
544,1230272.17674831,5782825.61567987,0
545,1230300.21812804,5782872.11751768,0
546,1229653.58546992,5783419.70662912,0
547,1230659.69102771,5783460.72908413,0
548,1230565.98228036,5782882.80928806,0
549,1230405.62655387,5782871.04353246,0
550,1230362.69062627,5783141.72398293,0
551,1230865.73227322,5783428.82805737,0
552,1230398.39078697,5782827.84378718,0
553,1230468.07678821,5783143.95216971,0
554,1230654.20297681,5783437.78918847,0
555,1230328.37082726,5782820.79078754,0
556,1230324.61936042,5782927.98095804,0
557,1230742.55725666,5783203.10351972,0
558,1230461.53120215,5782860.76854613,0
559,1230188.92090115,5782782.27189076,0
560,1230360.74253518,5782906.74158844,0
561,1230279.83552928,5783002.1508388,0
562,1230256.5920196,5782850.39739416,0
563,1230329.35043878,5782831.29014132,0
564,1230261.85743151,5782358.57507268,0
565,1230108.00276329,5782789.29280079,0
566,1230762.5502372,5783376.68054579,0
567,1230520.46374057,5782848.68222801,0
568,1230284.67792713,5782906.62938059,0
569,1230514.44135612,5783676.03997129,0
570,1230602.26130241,5783622.81692897,0
571,1230549.07284971,5783421.14938516,0
572,1230201.97867742,5782938.7048553,0
573,1229870.59168527,5782737.42155103,0
574,1230865.19793966,5783449.10683747,0
575,1230669.87676112,5783266.98421502,0
576,1230149.24663463,5782734.92096694,0
577,1230272.07656077,5782859.50220699,0
578,1230710.15215289,5783363.4393267,0
579,1230065.79041238,5782750.3572762,0
580,1229937.83978966,5782682.93783031,0
581,1230337.99996322,5782874.02504398,0
582,1230785.39299671,5783026.38802968,0
583,1230325.77708313,5782389.55860872,0
584,1230037.7601646,5782818.27415038,0
585,1230371.39581045,5782838.32711975,4
586,1230713.92588362,5783332.91726992,0
587,1230066.62530856,5782522.9990276,0
588,1231022.62596354,5783413.7753012,0
589,1230403.4558238,5783068.72312326,0
590,1230434.9369758,5782861.13722718,0
591,1230401.39641322,5782882.66502121,0
592,1230428.23554245,5782846.55029297,0
593,1230354.30826862,5782881.17426386,0
594,1230419.97563624,5782889.38144717,0
595,1230095.7798832,5782736.33155275,5
596,1230119.3907472,5782826.89804372,0
597,1229939.76561685,5783022.89350997,0
598,1230402.8435666,5782853.13845479,0
599,1230336.01847628,5782769.76891406,0
600,1230547.3696615,5782872.37399178,0
601,1230454.56260203,5782873.49606606,0
602,1230448.42889808,5782886.70449397,0
603,1230448.39550223,5782893.99799111,0
604,1230371.90788011,5782837.63784827,4
605,1230363.10250839,5782854.40479302,0
606,1230646.52193195,5783114.77739446,0
607,1230603.46355291,5783223.54208607,0
608,1230466.50718339,5782859.5182366,0
609,1230394.3610214,5782941.01313982,0
610,1230118.05491331,5782798.78225881,0
611,1230372.6759846,5782863.28519535,0
612,1230372.77617214,5782838.4072676,4
613,1230596.9290988,5783159.7739149,0
614,1230370.73902546,5782851.15078501,0
615,1230518.64923287,5782899.06336849,0
616,1230595.64892466,5783206.90268496,0
617,1230673.00483881,5783261.30947465,0
618,1230399.50398188,5782854.22846743,0
619,1230379.21043871,5782851.9682943,0
620,1230507.73992278,5782873.78459946,0
621,1230485.47602462,5782826.64157094,0
622,1230475.02312443,5782835.28150198,0
623,1229868.99981655,5782705.71547923,0
624,1230367.56641997,5782775.73186998,0
625,1230516.30039162,5782805.65891633,0
626,1230148.89041226,5782940.56430667,0
627,1230109.21614574,5782558.37510072,0
628,1230251.96112878,5782886.14345598,0
629,1229954.59337303,5782623.61363026,0
630,1230276.89669472,5782846.64647047,0
631,1230492.01047873,5782822.3135938,0
632,1230486.08828182,5782811.07689267,0
633,1230415.40040516,5782889.52571413,0
634,1230351.72565643,5782901.90062227,0
635,1230801.81262161,5783105.06317742,0
636,1230609.24103448,5783227.90231966,0
637,1230405.3593871,5782861.0250199,0
638,1230375.1027495,5782773.32745178,0
639,1230184.71302439,5782755.55080685,0
640,1230593.66743772,5783195.61740563,0
641,1230690.12577649,5783349.18820623,0
642,1230375.55915941,5782834.28766903,0
643,1230430.91834218,5782889.34938784,3
644,1230229.07384147,5782824.23713893,0
645,1230831.04511989,5783037.35249494,0
646,1230550.57566284,5783312.67081649,0
647,1230370.839213,5782798.23725588,0
648,1230361.31026459,5782774.04877717,0
649,1230701.90337862,5783353.19583059,0
650,1230654.78183817,5783278.34973704,0
651,1230495.94005675,5783140.52172412,0
652,1230368.90225386,5783005.22857365,0
653,1230629.87966808,5783360.63398622,0
654,1230241.63068004,5782856.61687797,0
655,1230070.43243515,5783103.49223243,0
656,1230658.47764526,5783541.3317879,0
657,1230473.44238766,5783160.15863854,0
658,1229889.59392235,5783017.21892586,0
659,1229761.54311209,5782844.24203305,0
660,1229913.75025185,5782995.69080506,0
661,1230637.76108802,5783368.69733869,0
662,1230452.03564958,5783284.84203753,0
663,1230719.93713613,5783501.35095977,0
664,1230660.03611813,5783636.26693871,0
665,1230686.41883745,5783258.13546891,0
666,1230637.62750463,5783516.01912557,0
667,1230681.01984215,5783586.49078299,0
668,1230701.34678116,5783577.44934702,6
669,1230755.9712553,5783509.15794772,0
670,1230705.74390105,5783704.44709939,0
671,1230689.69163048,5783615.9236065,0
672,1230701.38017701,5783571.14920294,0
673,1230710.96478517,5783647.40849977,0
674,1230687.14241414,5783602.31331812,0
675,1230683.49113484,5783594.65052655,0
676,1230593.03291662,5783503.09831377,0
677,1230621.63089381,5783372.56069705,0
678,1230730.26758487,5783687.08539573,0
679,1230355.88900539,5783271.47271281,0
680,1230544.15252822,5783275.51236276,0
681,1230730.95776572,5783224.69626534,0
682,1230612.43590387,5783534.90342285,0
683,1230190.6574852,5782610.91852742,0
684,1230658.6223606,5783624.45208997,0
685,1230459.53858326,5783999.79364514,0
686,1230797.39323782,5783721.69661889,7
687,1230730.34550852,5783633.73403901,0
688,1230692.50801359,5783607.50734797,0
689,1230734.37527408,5783554.60533447,0
690,1230705.56578986,5783727.61212169,0
691,1230403.60053914,5783841.12962182,0
692,1230443.24140981,5783607.26688356,0
693,1230380.20118218,5783753.85519934,0
694,1230385.03244807,5783387.83781113,0
695,1230628.47704249,5783231.95798004,0
696,1230368.03396183,5783589.88933932,0
697,1230806.94445013,5783123.11303473,0
698,1230366.58680845,5783041.71263695,0
699,1230610.58800032,5783565.55442226,0
